@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
dreadnought_tower_sec_extra1,,tower_sec,Simple Sec Tower I,,402000,144,,45,dreadnought_tower_sec_a,1,,tower_sec,,"need(BC_VonderTann;CA_Blucher;CA_Large_France;CA_Ersatz), need(g2;g3)","tower_sec(1), night(8), aim(4.5), acc(2), fire_ex(7), size(8.5), tspot(1800), torpedo_detect(19.5)",,,,,,,,,,,,,,,,,,,240,180,150000,450000
dreadnought_tower_sec_1,,tower_sec,Rear Tower III,,450000,150,,50,dreadnought_tower_sec_a,1,,tower_sec,,"need(BC_BritainSuper;BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small,CA_Late2;Espanha;BB_Small_Austria;BB_Britain_Alt;BB_French_Early;BB_French_Advanced), need(g2;g3)","tower_sec(1), night(10), aim(6), acc(3), fire_ex(10), size(10), tspot(2000), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,120,90,90000,270000
late_ca_tower_sec_3,,tower_sec,Rear Tower V,,1125000,300,,55,dreadnought_tower_sec_d,0.95,,tower_sec,,"need(CA_Late;Espanha;BB_Small_Austria), needunlock(latecruisertowers_level_2)","tower_sec(1), night(15), aim(10), acc_long(6), acc(9), fire_ex(13), smoke(-9), size(13), tspot(3500), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,93,69.75,25000,75000
late_ca_tower_sec_2_big,,tower_sec,Rear Tower IV,,1125000,285,,45,dreadnought_tower_sec_a,1.07,,tower_sec,,need(CA_Late;Espanha;BB_Small_Austria;CA_Italy_StGeorgio;BC_Britain_Var),"tower_sec(1), night(13), aim(9), acc_long(5), acc(8), fire_ex(12.5), smoke(-8), size(12.5), tspot(3200), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,312,234,230000,690000
late_ca_tower_sec_2,,tower_sec,Rear Tower III,,975000,246,,40,dreadnought_tower_sec_a,1,,tower_sec,,need(CA_Late;Espanha;BB_Small_Austria;CA_Italy_StGeorgio;BC_Britain_Var),"tower_sec(1), night(12), aim(8.5), acc_long(4), acc(7), fire_ex(12), smoke(-7), size(12), tspot(3000), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,288,216,190000,570000
late_ca_tower_sec_1_big,,tower_sec,Rear Tower II,,600000,180,,30,agamemnon_tower_sec_a,1.1,,tower_sec,,need(CA_Late;Espanha;BB_Small_Austria;BB_French_Early;CA_Italy_StGeorgio;BC_Britain_Var),"tower_sec(1), night(12), aim(7.5), acc(6), fire_ex(11.5), smoke(-6), size(11.5), tspot(2700), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,264,198,140000,420000
late_ca_tower_sec_1,,tower_sec,Rear Tower I,,450000,150,,25,agamemnon_tower_sec_a,1,,tower_sec,,need(CA_Late;Espanha;BB_Small_Austria;CA_Italy_StGeorgio;BC_Britain_Var),"tower_sec(1), night(11), aim(7), acc(5), fire_ex(11), smoke(-5), size(11), tspot(2500), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,240,180,170000,510000
agamemnon_tower_sec_4,,tower_sec,Rear Tower IV,,660000,294,,50,agamemnon_tower_main_a,1.035,,tower_sec,,"need(B_Agamemnon;Austria_B), need(g1), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(13), aim(6.5), acc(5), acc_long(4), fire_ex(12), size(12), tspot(3600), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,228,171,120000,360000
agamemnon_tower_sec_3,,tower_sec,Rear Tower III,,450000,240,,60,agamemnon_tower_main_a,0.96,,tower_sec,,"need(B_Agamemnon), need(g1), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(12), aim(6), acc(4), acc_long(3.5), fire_ex(11), size(11), tspot(3300), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,204,153,90000,270000
agamemnon_tower_sec_2,,tower_sec,Rear Tower II,,270000,120,,50,dreadnought_tower_sec_a,1,,tower_sec,,"need(B_Agamemnon), need(g1)","tower_sec(1), night(6), aim(5), acc(3), fire_ex(7), size(10), tspot(3000), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,216,162,80000,240000
agamemnon_tower_sec_1,,tower_sec,Rear Tower I,,75000,93,,50,agamemnon_tower_sec_a,1,,tower_sec,,"need(B_Agamemnon;BB_French_Early), need(g1)","tower_sec(1), night(3.5), aim(3), acc(1.5), fire_ex(7), size(7.5), tspot(2000), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,180,135,60000,180000
pre-dreadnought_tower_sec_5_usa,,tower_sec,Rear Tower V,,690000,312,,120,cressy_tower_main_a,1.05,,tower_sec,,"need(B_usa;B_usa_early;B_Regina), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(9), aim(6), acc(6), fire_ex(12), size(12.5), tspot(2900), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,198,148.5,50000,150000
pre-dreadnought_tower_sec_4_usa,,tower_sec,Rear Tower IV,,570000,288,,115,irresistible_tower_main_b,1.1,,tower_sec,,"need(B_usa;B_usa_early;B_Regina), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(7), aim(5), acc(5), fire_ex(11), size(11.5), tspot(2700), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,171,128.25,35000,105000
pre-dreadnought_tower_sec_3_usa,,tower_sec,Rear Tower III,,420000,264,,110,irresistible_tower_main_c,1.05,,tower_sec,,"need(B_usa;B_usa_early;B_Regina), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(6), aim(4.5), acc(4), fire_ex(10), size(11), tspot(2500), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,85,63.75,30000,90000
pre-dreadnought_tower_sec_4,,tower_sec,Rear Tower V,,510000,240,,110,irresistible_tower_main_a,1,,tower_sec,,"need(B), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(7), aim(5), acc(4.5), fire_ex(11), size(11.2), tspot(2350), torpedo_detect(18.5)",,,,,,,,,,,,,,,,,,,45,33.75,20000,60000
pre-dreadnought_tower_sec_3,,tower_sec,Rear Tower IV,,360000,228,,110,irresistible_tower_main_c,1,,tower_sec,,"need(B), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(6), aim(4.5), acc(4), fire_ex(10), size(11), tspot(2250), torpedo_detect(17.5)",,,,,,,,,,,,,,,,,,,498,373.5,240000,720000
pre-dreadnought_tower_sec_2_usa,,tower_sec,Rear Tower II,,270000,204,,100,cressy_tower_sec_a,1.05,,tower_sec,,"need(B_usa;B_usa_early;B_Regina;Austria_B_Hapsburg), need(g1)","tower_sec(1), night(5), aim(4), acc(3.5), fire_ex(10), size(10), tspot(2200), torpedo_detect(17.5)",,,,,,,,,,,,,,,,,,,462,346.5,180000,540000
pre-dreadnought_tower_sec_2,,tower_sec,Rear Tower III,,240000,216,,100,cressy_tower_sec_a,1,,tower_sec,,"need(B;), need(g1)","tower_sec(1), night(5), aim(4), acc(3), fire_ex(10), size(10), tspot(2100), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,420,315,140000,420000
pre-dreadnought_tower_sec_1_usa,,tower_sec,Rear Tower I,,180000,180,,90,irresistible_tower_main_b,1.05,,tower_sec,,"need(B_usa;B_usa_early;B_Regina), need(g1)","tower_sec(1), night(4), aim(4), acc(2), fire_ex(9), size(9), tspot(2000), torpedo_detect(14)",,,,,,,,,,,,,,,,,,,330,247.5,85000,255000
pre-dreadnought_tower_sec_1,,tower_sec,Rear Tower II,,150000,198,,90,irresistible_tower_main_b,1,,tower_sec,,"need(B), need(g1)","tower_sec(1), night(4), aim(4), acc(2), fire_ex(9), size(9), tspot(1900), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,294,220.5,65000,195000
pre-dreadnought_tower_sec_1_small,,tower_sec,Rear Tower I,,105000,171,,80,irresistible_tower_main_b,0.95,,tower_sec,,"need(B), need(g1)","tower_sec(1), night(3), aim(3.5), acc(1.75), fire_ex(8), size(8), tspot(1700), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,429,321.75,290000,870000
maine_tower_sec_minimal_5,,tower_sec,Medium Sec Tower II,,90000,85,,25,maine_tower_sec_b,1.1,,tower_sec,,"need(B_Maine;Austria_B;B;B_Brandenburg;B_Maine_Semi;Austria_B_Hapsburg), need(g1;g2)","tower_sec(1), night(2), aim(3), acc(1.65), fire_ex(7.5), size(6), tspot(1250), torpedo_detect(8)",,,,,,,,,,,,,,,,,,,408,306,250000,750000
maine_tower_sec_minimal_4,,tower_sec,Medium Sec Tower I,,60000,45,,20,maine_tower_sec_b,1,,tower_sec,,"need(B_Maine;Austria_B;B;B_Brandenburg;B_Maine_Semi;Austria_B_Hapsburg), need(g1;g2)","tower_sec(1), night(2), aim(2.5), acc(1.35), fire_ex(7), size(5.5), tspot(1150), torpedo_detect(7.5)",,,,,,,,,,,,,,,,,,,372,279,190000,570000
friedrich_tower_sec_4,,tower_sec,Rear Tower V,,720000,498,,160,friedrich_tower_main_a,1.1,,tower_sec,,"need(B_Friedrich;Pervozvanny;B_Peresvet_New), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(15), aim(6.5), acc(5), acc_long(7), radio(46), fire_ex(12), smoke(-10), size(15.5), tspot(2450), torpedo_detect(18.5)",,,,,,,,,,,,,,,,,,,330,247.5,140000,420000
friedrich_tower_sec_3,,tower_sec,Rear Tower IV,,540000,462,,150,friedrich_tower_main_a,1.05,,tower_sec,,"need(B_Friedrich;Pervozvanny;B_Peresvet_New;CA_Tennessee), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(12.5), aim(6), acc(4.5), acc_long(6.5), radio(44), fire_ex(11), smoke(-9), size(15), tspot(2250), torpedo_detect(16.5)",,,,,,,,,,,,,,,,,,,210,157.5,85000,255000
friedrich_tower_sec_2,,tower_sec,Rear Tower III,,420000,420,,140,friedrich_tower_main_a,1,,tower_sec,,"need(B_Friedrich;Pervozvanny;B_Peresvet_New;CA_Tennessee), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(11), aim(5), acc(4), acc_long(6), radio(40), fire_ex(10), smoke(-8), size(14.5), tspot(2150), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,210,157.5,215000,645000
friedrich_tower_sec_1,,tower_sec,Rear Tower II,,255000,330,,100,friedrich_tower_sec_a,1,,tower_sec,,"need(B_Friedrich;Pervozvanny;B_Peresvet_New;CA_Tennessee), need(g1)","tower_sec(1), night(10), aim(4), acc(2.5), acc_long(4), radio(20), fire_ex(9), smoke(-6), size(13), tspot(1900), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,198,148.5,175000,525000
friedrich_tower_sec_1_small,,tower_sec,Rear Tower I,,195000,294,,100,friedrich_tower_sec_a,0.95,,tower_sec,,"need(B_Friedrich;Pervozvanny;B_Peresvet_New;CA_Tennessee), need(g1)","tower_sec(1), night(9), aim(3.5), acc(2.1), acc_long(3.5), radio(18), fire_ex(8), smoke(-4), size(12), tspot(1700), torpedo_detect(11)",,,,,,,,,,,,,,,,,,,180,135,135000,405000
armouredcruiser_friedrich_tower_sec_5,,tower_sec,Rear Tower V,,870000,429,,145,brandenburg_tower_sec_b,1.05,,tower_sec,,"need(CA_Friedrich), need(g1), needunlock(earlycruisertowers_level_3)","tower_sec(1), night(14), aim(7), acc(6), acc_long(8), radio(36), fire_ex(14), smoke(-16), size(17), tspot(2500), torpedo_detect(19)",,,,,,,,,,,,,,,,,,,120,90,80000,240000
armouredcruiser_friedrich_tower_sec_4,,tower_sec,Rear Tower IV,,750000,408,,135,brandenburg_tower_main_b,0.99,,tower_sec,,"need(CA_Friedrich), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(12), aim(6), acc(5), acc_long(7), radio(34), fire_ex(12), smoke(-14), size(16), tspot(2300), torpedo_detect(17)",,,,,,,,,,,,,,,,,,,261,195.75,125000,375000
armouredcruiser_friedrich_tower_sec_3,,tower_sec,Rear Tower III,,570000,372,,125,friedrich_tower_main_a,0.95,,tower_sec,,"need(CA_Friedrich;Austria_B), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(11), aim(5), acc(4), acc_long(6), radio(32), fire_ex(11), smoke(-12), size(15), tspot(2100), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,228,171,85000,255000
armouredcruiser_friedrich_tower_sec_2,,tower_sec,Rear Tower II,,420000,330,,115,friedrich_tower_main_a,0.9,,tower_sec,,"need(CA_Friedrich;Austria_B), need(g1)","tower_sec(1), night(10), aim(4), acc(3), acc_long(5), radio(30), fire_ex(10), smoke(-10), size(14), tspot(1900), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,210,157.5,55000,165000
armouredcruiser_friedrich_tower_sec_1,,tower_sec,Rear Tower I,,255000,210,,75,friedrich_tower_sec_a,0.9,,tower_sec,,"need(CA_Friedrich;Austria_B;Austria_B_Hapsburg), need(g1)","tower_sec(1), night(9), aim(2.5), acc(2), acc_long(3), radio(20), fire_ex(10), smoke(-5), size(11.5), tspot(1700), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,96,72,25000,75000
armouredcruiser_friedrich_tower_sec_5_cl,,tower_sec,Rear Tower V,,225000,170,,125,brandenburg_tower_sec_b,0.8,,tower_sec,,"need(CL_Friedrich), need(g1), needunlock(earlycruisertowers_level_3)","tower_sec(1), night(14), aim(7), acc(6), acc_long(8), radio(36), fire_ex(14), smoke(-16), size(17), tspot(2500), torpedo_detect(19)",,,,,,,,,,,,,,,,,,,120,90,80000,240000
armouredcruiser_friedrich_tower_sec_4_cl,,tower_sec,Rear Tower IV,,200000,145,,110,brandenburg_tower_main_b,0.8,,tower_sec,,"need(CL_Friedrich), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(12), aim(6), acc(5), acc_long(7), radio(34), fire_ex(12), smoke(-14), size(16), tspot(2300), torpedo_detect(17)",,,,,,,,,,,,,,,,,,,261,195.75,125000,375000
armouredcruiser_friedrich_tower_sec_3_cl,,tower_sec,Rear Tower III,,165000,120,,90,friedrich_tower_main_a,0.8,,tower_sec,,"need(CL_Friedrich), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(11), aim(5), acc(4), acc_long(6), radio(32), fire_ex(11), smoke(-12), size(15), tspot(2100), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,228,171,85000,255000
armouredcruiser_friedrich_tower_sec_2_cl,,tower_sec,Rear Tower II,,140000,100,,75,friedrich_tower_main_a,0.75,,tower_sec,,"need(CL_Friedrich), need(g1)","tower_sec(1), night(10), aim(4), acc(3), acc_long(5), radio(30), fire_ex(10), smoke(-10), size(14), tspot(1900), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,210,157.5,55000,165000
armouredcruiser_friedrich_tower_sec_1_cl,,tower_sec,Rear Tower I,,125000,80,,60,friedrich_tower_sec_a,0.75,,tower_sec,,"need(CL_Friedrich), need(g1)","tower_sec(1), night(9), aim(2.5), acc(2), acc_long(3), radio(20), fire_ex(10), smoke(-5), size(11.5), tspot(1700), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,96,72,25000,75000
armouredcruiser_friedrich_tower_sec_2_smallvar2,,tower_sec,Rear Tower IV,,645000,210,,130,brandenburg_tower_sec_b,0.81,,tower_sec,,"need(CA_small_Friedrich;CA_small_Friedrich_German;CA_Russia), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(11), aim(6), acc(5), acc_long(7), radio(34), fire_ex(12), smoke(-9.5), size(16), tspot(2100), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,69,51.75,17500,52500
armouredcruiser_friedrich_tower_sec_2_smallvar,,tower_sec,Rear Tower III,,525000,198,,125,brandenburg_tower_main_b,0.775,,tower_sec,,"need(CA_small_Friedrich;CA_small_Friedrich_German;CA_Russia), need(g1), needunlock(earlycruisertowers_level_2)","tower_sec(1), night(10), aim(5), acc(4), acc_long(6), radio(32), fire_ex(11), smoke(-8.5), size(15), tspot(1900), torpedo_detect(14)",,,,,,,,,,,,,,,,,,,525,393.75,99000,297000
armouredcruiser_friedrich_tower_sec_2_small,,tower_sec,Rear Tower II,,405000,180,,115,friedrich_tower_main_a,0.75,,tower_sec,,"need(CA_small_Friedrich;CA_small_Friedrich_German;CA_Russia), need(g1)","tower_sec(1), night(9), aim(4), acc(3), acc_long(5), radio(30), fire_ex(10), smoke(-7.5), size(14), tspot(1700), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,475,356.25,99000,297000
armouredcruiser_friedrich_tower_sec_1_small,,tower_sec,Rear Tower I,,240000,120,,75,friedrich_tower_sec_a,0.75,,tower_sec,,"need(CA_small_Friedrich;CA_small_Friedrich_German;CA_Russia;CA_Naniwa), need(g1)","tower_sec(1), night(8), aim(2.5), acc(2), acc_long(3), radio(20), fire_ex(10), smoke(-2.5), size(11.5), tspot(1400), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,435,326.25,99000,297000
borodino_tower_sec_4,,tower_sec,Rear Tower V,,375000,261,,110,borodino_tower_main_a,1.076,,tower_sec,,"need(B_Borodino), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(7), aim(5), acc(6), fire_ex(11), size(10.5), tspot(2100), torpedo_detect(15)",,,,,,,,,,,,,,,,,,,355,266.25,99000,297000
borodino_tower_sec_3,,tower_sec,Rear Tower IV,,255000,228,,100,brandenburg_tower_sec_b,1.1,,tower_sec,,"need(B_Borodino), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(5), aim(4), acc(4), fire_ex(10), size(10), tspot(1900), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,305,228.75,99000,297000
borodino_tower_sec_2,,tower_sec,Rear Tower III,,165000,210,,90,borodino_tower_sec_a,1.1,,tower_sec,,"need(B_Borodino), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(4), aim(4), acc(2), fire_ex(9), size(9.5), tspot(1600), torpedo_detect(9)",,,,,,,,,,,,,,,,,,,400,300,290000,870000
borodino_tower_sec_1,,tower_sec,Rear Tower II,,75000,96,,55,agamemnon_tower_sec_a,1.05,,tower_sec,,"need(B_Borodino), need(g1)","tower_sec(1), night(3.5), aim(3), acc(1.5), fire_ex(7), size(7.5), tspot(1200), torpedo_detect(7.5)",,,,,,,,,,,,,,,,,,,357,267.75,290000,870000
tsesarevich_tower_sec_1_smallvar,,tower_sec,Rear Tower I,,52500,69,,51,tsesarevich_tower_sec_b,1.025,,tower_sec,,"need(B_Borodino), need(g1)","tower_sec(1), night(2.75), aim(2.2), acc(1.2), fire_ex(4.5), size(5.75), tspot(960), torpedo_detect(4.5)",,,,,,,,,,,,,,,,,,,324,243,290000,870000
french_usa_old_tower_sec_3,,tower_sec,Large Sec Tower V,,480000,525,,120,massena_tower_sec_a _var,1.25,,tower_sec,,"need(B_Indiana_var), need(g1)","tower_sec(1), night(12), aim(9), acc(6), fire_ex(10.5), size(13.5), tspot(2050), torpedo_detect(16.5)",,,,,,,,,,,,,,,,,,,294,220.5,220000,660000
french_usa_old_tower_sec_2,,tower_sec,Large Sec Tower IV,,410000,475,,110,massena_tower_sec_a _var,1.2,,tower_sec,,"need(B_Indiana_var), need(g1)","tower_sec(1), night(10), aim(8), acc(5), fire_ex(9.5), size(12.5), tspot(1850), torpedo_detect(14.5)",,,,,,,,,,,,,,,,,,,270,202.5,99000,297000
french_usa_old_tower_sec_1,,tower_sec,Large Sec Tower III,,350000,435,,100,bouvet_tower_sec_a_var,1.2,,tower_sec,,"need(B_Indiana_var), need(g1)","tower_sec(1), night(8), aim(7), acc(4), fire_ex(8.5), size(11.3), tspot(1640), torpedo_detect(12.5)",,,,,,,,,,,,,,,,,,,249,186.75,84000,252000
french_usa_old_tower_sec_1_small,,tower_sec,Large Sec Tower II,,300000,355,,90,bouvet_tower_sec_a_var,1.1,,tower_sec,,"need(B_Indiana_var), need(g1)","tower_sec(1), night(6), aim(6), acc(3.5), fire_ex(8), size(10.5), tspot(1440), torpedo_detect(10.5)",,,,,,,,,,,,,,,,,,,255,191.25,85000,255000
french_usa_old_tower_sec_1_xsmall,,tower_sec,Large Sec Tower I,,270000,305,,85,bouvet_tower_sec_a_var,1,,tower_sec,,"need(B_Indiana_var), need(g1)","tower_sec(1), night(5), aim(5), acc(3), fire_ex(7.5), size(9.5), tspot(1240), torpedo_detect(8.5)",,,,,,,,,,,,,,,,,,,222,166.5,65000,195000
french_old_tower_main_4_small_sec,,tower_sec,Improved Sec Tower IV,,990000,400,,140,bouvet_tower_main_a,1,,tower_sec,,"need(B_Brennus;CA_Karl;B_Kearsarge), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(13), aim(8.5), acc(7.5), acc_long(6.5), radio(33), fire_ex(13.5), smoke(-25), size(14), tspot(2650), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,330,247.5,155000,465000
french_old_tower_main_3_small_sec,,tower_sec,Improved Sec Tower III,,910000,357,,130,bouvet_tower_main_a,0.95,,tower_sec,,"need(B_Brennus;CA_Karl;B_Kearsarge), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(12), aim(8), acc(7), acc_long(6), radio(32), fire_ex(13), smoke(-24), size(13.5), tspot(2450), torpedo_detect(21)",,,,,,,,,,,,,,,,,,,300,225,125000,375000
french_old_tower_main_2_small_sec,,tower_sec,Improved Sec Tower II,,870000,324,,120,bouvet_tower_main_a,0.9,,tower_sec,,"need(B_Brennus;CA_Karl;B_Kearsarge), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(11), aim(7.5), acc(6.5), acc_long(5.5), radio(30), fire_ex(12.5), smoke(-23), size(13), tspot(2250), torpedo_detect(19.5)",,,,,,,,,,,,,,,,,,,270,202.5,118000,354000
french_old_tower_main_1_smaller_sec,,tower_sec,Improved Sec Tower I,,660000,294,,100,massena_tower_main_a,0.86,,tower_sec,,"need(B_Brennus;CA_Karl;B_Kearsarge), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(10.5), aim(7), acc(6), acc_long(4.5), radio(28), fire_ex(9), smoke(-20), size(11.5), tspot(1700), torpedo_detect(13.5)",,,,,,,,,,,,,,,,,,,252,189,95000,285000
french_old_tower_sec_2,,tower_sec,Large Sec Tower II,,297000,270,,98,massena_tower_sec_a,1,,tower_sec,,"need(B_Massena;B_Brennus;CA_Karl;B_Kearsarge), need(g1)","tower_sec(1), night(8), aim(7), acc(4), fire_ex(8.5), size(11.3), tspot(1640), torpedo_detect(12.5)",,,,,,,,,,,,,,,,,,,222,166.5,70000,210000
french_old_tower_sec_2_small,,tower_sec,Large Sec Tower I,,252000,249,,96,massena_tower_sec_a,0.95,,tower_sec,,"need(B_Massena;B_Brennus;CA_Karl;B_Kearsarge), need(g1)","tower_sec(1), night(7), aim(6), acc(3.5), fire_ex(8), size(10.9), tspot(1530), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,204,153,60000,180000
tsesarevich_tower_sec_4,,tower_sec,Rear Tower V,,255000,255,,95,tsesarevich_tower_sec_a,1.065,,tower_sec,,"need(B_Tsesarevich;CA_Russia_Old), need(g1), needunlock(early_BB_towers_level_3)","tower_sec(1), night(8), aim(6), acc(4), fire_ex(11), size(11), tspot(2200), torpedo_detect(16)",,,,,,,,,,,,,,,,,,,180,135,50000,150000
tsesarevich_tower_sec_3,,tower_sec,Rear Tower IV,,195000,222,,90,tsesarevich_tower_sec_a,1,,tower_sec,,"need(B_Tsesarevich;CA_Russia_Old), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(6), aim(5), acc(3), fire_ex(10), size(10.5), tspot(2000), torpedo_detect(14)",,,,,,,,,,,,,,,,,,,162,121.5,70000,210000
french_danton_sec_tower_2_big,,tower_sec,Small Sec Tower IV,,465000,330,,110,dante_tower_sec_a,1.05,,tower_sec,,"need(BB_Danton; BB_French_Early;CL_Armor_Exp_var3), needunlock(early_BB_towers_level_3;CA_Large_France2)","tower_sec(1), night(11), aim(8), acc(5.5), fire_ex(10), size(12.4), tspot(1820), torpedo_detect(14.5)",,,,,,,,,,,,,,,,,,,144,108,60000,180000
french_danton_sec_tower_1_big,,tower_sec,Small Sec Tower III,,375000,300,,105,dante_tower_sec_a,1.05,,tower_sec,,"need(BB_Danton; BB_French_Early;CL_Armor_Exp_var3), needunlock(early_BB_towers_level_2;CA_Large_France2)","tower_sec(1), night(10), aim(7.5), acc(5), fire_ex(9.5), size(11.9), tspot(1720), torpedo_detect(14)",,,,,,,,,,,,,,,,,,,120,90,50000,150000
french_danton_sec_tower_2,,tower_sec,Small Sec Tower II,,354000,270,,100,dante_tower_sec_b,1,,tower_sec,,need(BB_Danton; BB_French_Early;CA_Large_France2;CL_Armor_Exp_var3),"tower_sec(1), night(9), aim(7), acc(4.5), fire_ex(9), size(11.5), tspot(1650), torpedo_detect(13)",,,,,,,,,,,,,,,,,,,180,135,50000,150000
french_danton_sec_tower_1,,tower_sec,Small Sec Tower I,,285000,252,,95,dante_tower_sec_a,1,,tower_sec,,need(BB_Danton; BB_French_Early;CA_Large_France2;CL_Armor_Exp_var3),"tower_sec(1), night(8), aim(6.5), acc(4), fire_ex(8), size(10.9), tspot(1520), torpedo_detect(12)",,,,,,,,,,,,,,,,,,,93,69.75,25000,75000
french_old_tower_sec_1_big,,tower_sec,Standard Sec Tower III,,210000,222,,94,bouvet_tower_sec_a,1.05,,tower_sec,,"need(B_Bouvet;B_Brennus), need(g1), needunlock(early_BB_towers_level_2)","tower_sec(1), night(6), aim(5.5), acc(3), fire_ex(7.5), size(10.5), tspot(1420), torpedo_detect(11)",,,,,,,,,,,,,,,,,,,63,47.25,15000,45000
french_old_tower_sec_1,,tower_sec,Standard Sec Tower II,,180000,204,,88,bouvet_tower_sec_a,1,,tower_sec,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_sec(1), night(5), aim(4.5), acc(2.5), fire_ex(7), size(9.9), tspot(1330), torpedo_detect(10.5)",,,,,,,,,,,,,,,,,,,330,247.5,190000,570000
french_old_tower_sec_1_small,,tower_sec,Standard Sec Tower I,,150000,180,,82,bouvet_tower_sec_a,0.95,,tower_sec,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_sec(1), night(4), aim(3.5), acc(2), fire_ex(6.5), size(9), tspot(1230), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,255,191.25,115000,345000
french_old_tower_sec_1_big_cruiser_var,,tower_sec,Cruiser Sec Tower III,,210000,162,,74,bouvet_tower_sec_a,0.8,,tower_sec,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_sec(1), night(4), aim(4.5), acc(3), fire_ex(5.5), size(8.5), tspot(1220), torpedo_detect(11)",,,,,,,,,,,,,,,,,,,228,171,85000,255000
