#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
"gun_15_x1_spain_bb,bc",,381,gun_15_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.434,1.515,1.14,40,kgeorge_gun_380_x1,0.9875,1.04,1.14,45,kgeorge_gun_380_x1,0.9875,1.04,1.14,45,kgeorge_gun_380_x1,0.9875,1.04,1.14,45,kgeorge_gun_380_x1,0.9875,1.04,1.14,50,,,,,,,,,,,,,,,,,,,
"gun_15_x2_spain_bb,bc",,381,gun_15_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.434,1.515,0.9,40,kgeorge_gun_380_x2,0.9875,1.04,0.9,45,kgeorge_gun_380_x2,0.9875,1.04,0.9,45,kgeorge_gun_380_x2,0.9875,1.04,0.9,45,kgeorge_gun_380_x2,0.9875,1.04,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_15_x3_spain_bb,bc",,381,gun_15_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.434,1.515,0.72,40,kgeorge_gun_380_x3,0.9875,1.04,0.72,45,kgeorge_gun_380_x3,0.9875,1.04,0.72,45,kgeorge_gun_380_x3,0.9875,1.04,0.72,45,kgeorge_gun_380_x3,0.9875,1.04,0.72,50,,,,,,,,,,,,,,,,,,,
"gun_15_x4_spain_bb,bc",,381,gun_15_x4,spain,"bb, bc",,,,,,kgeorge_gun_380_x4,0.9875,1.04,0.675,45,kgeorge_gun_380_x4,0.9875,1.04,0.675,45,kgeorge_gun_380_x4,0.9875,1.04,0.675,45,kgeorge_gun_380_x4,0.9875,1.04,0.675,50,,,,,,,,,,,,,,,,,,,
"gun_16_x1_spain_bb,bc",,406,gun_16_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.525,1.606,1.15,40,kgeorge_gun_380_x1,1.05,1.1025,1.15,45,kgeorge_gun_380_x1,1.05,1.1025,1.15,45,kgeorge_gun_380_x1,1.05,1.1025,1.15,45,kgeorge_gun_380_x1,1.05,1.1025,1.15,50,,,,,,,,,,,,,,,,,,,
"gun_16_x2_spain_bb,bc",,406,gun_16_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.525,1.606,0.93,40,kgeorge_gun_380_x2,1.05,1.1025,0.93,45,kgeorge_gun_380_x2,1.05,1.1025,0.93,45,kgeorge_gun_380_x2,1.05,1.1025,0.93,45,kgeorge_gun_380_x2,1.05,1.1025,0.93,50,,,,,,,,,,,,,,,,,,,
"gun_16_x3_spain_bb,bc",,406,gun_16_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.525,1.606,0.75,40,kgeorge_gun_380_x3,1.05,1.1025,0.75,45,kgeorge_gun_380_x3,1.05,1.1025,0.75,45,kgeorge_gun_380_x3,1.05,1.1025,0.75,45,kgeorge_gun_380_x3,1.05,1.1025,0.75,50,,,,,,,,,,,,,,,,,,,
"gun_16_x4_spain_bb,bc",,406,gun_16_x4,spain,"bb, bc",,,,,,kgeorge_gun_380_x4,1.05,1.1025,0.68,45,kgeorge_gun_380_x4,1.05,1.1025,0.68,45,kgeorge_gun_380_x4,1.05,1.1025,0.68,45,kgeorge_gun_380_x4,1.05,1.1025,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_17_x1_spain_bb,bc",,432,gun_17_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.1125,1.165,1.2,40,kgeorge_gun_380_x1,1.1125,1.165,1.2,45,kgeorge_gun_380_x1,1.1125,1.165,1.2,45,kgeorge_gun_380_x1,1.1125,1.165,1.2,45,kgeorge_gun_380_x1,1.1125,1.165,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_17_x2_spain_bb,bc",,432,gun_17_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.1125,1.165,0.95,40,kgeorge_gun_380_x2,1.1125,1.165,0.95,45,kgeorge_gun_380_x2,1.1125,1.165,0.95,45,kgeorge_gun_380_x2,1.1125,1.165,0.95,45,kgeorge_gun_380_x2,1.1125,1.165,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_17_x3_spain_bb,bc",,432,gun_17_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.1125,1.165,0.775,40,kgeorge_gun_380_x3,1.1125,1.165,0.775,45,kgeorge_gun_380_x3,1.1125,1.165,0.775,45,kgeorge_gun_380_x3,1.1125,1.165,0.775,45,kgeorge_gun_380_x3,1.1125,1.165,0.775,50,,,,,,,,,,,,,,,,,,,
"gun_17_x4_spain_bb,bc",,432,gun_17_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.1125,1.165,0.71,40,kgeorge_gun_380_x4,1.1125,1.165,0.71,45,kgeorge_gun_380_x4,1.1125,1.165,0.71,45,kgeorge_gun_380_x4,1.1125,1.165,0.71,45,kgeorge_gun_380_x4,1.1125,1.165,0.71,50,,,,,,,,,,,,,,,,,,,
"gun_18_x1_spain_bb,bc",,457,gun_18_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.175,1.2275,1.23,40,kgeorge_gun_380_x1,1.175,1.2275,1.23,45,kgeorge_gun_380_x1,1.175,1.2275,1.23,45,kgeorge_gun_380_x1,1.175,1.2275,1.23,45,kgeorge_gun_380_x1,1.175,1.2275,1.23,50,,,,,,,,,,,,,,,,,,,
"gun_18_x2_spain_bb,bc",,457,gun_18_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.175,1.2275,0.985,40,kgeorge_gun_380_x2,1.175,1.2275,0.985,45,kgeorge_gun_380_x2,1.175,1.2275,0.985,45,kgeorge_gun_380_x2,1.175,1.2275,0.985,45,kgeorge_gun_380_x2,1.175,1.2275,0.985,50,,,,,,,,,,,,,,,,,,,
"gun_18_x3_spain_bb,bc",,457,gun_18_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.175,1.2275,0.81,40,kgeorge_gun_380_x3,1.175,1.2275,0.81,45,kgeorge_gun_380_x3,1.175,1.2275,0.81,45,kgeorge_gun_380_x3,1.175,1.2275,0.81,45,kgeorge_gun_380_x3,1.175,1.2275,0.81,50,,,,,,,,,,,,,,,,,,,
"gun_18_x4_spain_bb,bc",,457,gun_18_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.175,1.2275,0.735,40,kgeorge_gun_380_x4,1.175,1.2275,0.735,45,kgeorge_gun_380_x4,1.175,1.2275,0.735,45,kgeorge_gun_380_x4,1.175,1.2275,0.735,45,kgeorge_gun_380_x4,1.175,1.2275,0.735,50,,,,,,,,,,,,,,,,,,,
"gun_19_x1_spain_bb,bc",,483,gun_19_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.2375,1.29,1.16,40,kgeorge_gun_380_x1,1.2375,1.29,1.16,45,kgeorge_gun_380_x1,1.2375,1.29,1.16,45,kgeorge_gun_380_x1,1.2375,1.29,1.16,45,kgeorge_gun_380_x1,1.2375,1.29,1.16,50,,,,,,,,,,,,,,,,,,,
"gun_19_x2_spain_bb,bc",,483,gun_19_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.2375,1.29,0.95,40,kgeorge_gun_380_x2,1.2375,1.29,0.95,45,kgeorge_gun_380_x2,1.2375,1.29,0.95,45,kgeorge_gun_380_x2,1.2375,1.29,0.95,45,kgeorge_gun_380_x2,1.2375,1.29,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_19_x3_spain_bb,bc",,483,gun_19_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.2375,1.29,0.78,40,kgeorge_gun_380_x3,1.2375,1.29,0.78,45,kgeorge_gun_380_x3,1.2375,1.29,0.78,45,kgeorge_gun_380_x3,1.2375,1.29,0.78,45,kgeorge_gun_380_x3,1.2375,1.29,0.78,50,,,,,,,,,,,,,,,,,,,
"gun_19_x4_spain_bb,bc",,483,gun_19_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.2375,1.29,0.725,40,kgeorge_gun_380_x4,1.2375,1.29,0.725,45,kgeorge_gun_380_x4,1.2375,1.29,0.725,45,kgeorge_gun_380_x4,1.2375,1.29,0.725,45,kgeorge_gun_380_x4,1.2375,1.29,0.725,50,,,,,,,,,,,,,,,,,,,
"gun_20_x1_spain_bb,bc",,508,gun_20_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.3,1.3525,1.05,40,kgeorge_gun_380_x1,1.3,1.3525,1.05,45,kgeorge_gun_380_x1,1.3,1.3525,1.05,45,kgeorge_gun_380_x1,1.3,1.3525,1.05,45,kgeorge_gun_380_x1,1.3,1.3525,1.05,50,,,,,,,,,,,,,,,,,,,
"gun_20_x2_spain_bb,bc",,508,gun_20_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.3,1.3525,0.85,40,kgeorge_gun_380_x2,1.3,1.3525,0.85,45,kgeorge_gun_380_x2,1.3,1.3525,0.85,45,kgeorge_gun_380_x2,1.3,1.3525,0.85,45,kgeorge_gun_380_x2,1.3,1.3525,0.85,50,,,,,,,,,,,,,,,,,,,
"gun_20_x3_spain_bb,bc",,508,gun_20_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.3,1.3525,0.7,40,kgeorge_gun_380_x3,1.3,1.3525,0.7,45,kgeorge_gun_380_x3,1.3,1.3525,0.7,45,kgeorge_gun_380_x3,1.3,1.3525,0.7,45,kgeorge_gun_380_x3,1.3,1.3525,0.7,50,,,,,,,,,,,,,,,,,,,
"gun_20_x4_spain_bb,bc",,508,gun_20_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.3,1.3525,0.65,40,kgeorge_gun_380_x4,1.3,1.3525,0.65,45,kgeorge_gun_380_x4,1.3,1.3525,0.65,45,kgeorge_gun_380_x4,1.3,1.3525,0.65,45,kgeorge_gun_380_x4,1.3,1.3525,0.65,50,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_china,,51,gun_2_x1,china,,,,,,,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,,,,,,,,,,
gun_2_x2_china,,51,gun_2_x2,china,,,,,,,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,,,,,,,,,,
gun_2_x3_china,,51,gun_2_x3,china,,,,,,,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,,,,,,,,,,
gun_2_x4_china,,51,gun_2_x4,china,,,,,,,,,,,50,,,,,55,,,,,55,,,,,60,,,,,,,,,,,,,,,,,,,
gun_3_x1_china_dd,,76,gun_3_x1,china,"dd, tb",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_3_x2_china_dd,,76,gun_3_x2,china,"dd, tb",maine_gun_152_x2,0.718,0.912,1.08,45,pen_gun_127_x2,0.815,1.04,1.08,50,dreadnought_gun_178_x2,0.732,0.858,1.08,55,ussr_gun_100_x2,0.4915,0.626,1.08,55,ussr_gun_152_x2,0.4915,0.626,1.08,55,,,,,,,,,,,,,,,,,,,
gun_3_x3_china_dd,,76,gun_3_x3,china,"dd, tb",maine_gun_152_x3,0.718,0.912,0.83,45,pen_gun_127_x3,0.815,1.04,0.83,50,dreadnought_gun_178_x3,0.732,0.858,0.83,55,ussr_gun_100_x3,0.4915,0.626,0.83,55,ussr_gun_152_x3,0.4915,0.626,0.83,55,,,,,,,,,,,,,,,,,,,
gun_3_x4_china_dd,,76,gun_3_x4,china,"dd, tb",,,,,45,,,,,50,dreadnought_gun_178_x4,0.732,0.858,0.74,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_4_x1_china_dd,,102,gun_4_x1,china,"dd, tb",,,,,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_4_x2_china_dd,,102,gun_4_x2,china,"dd, tb",maine_gun_152_x2,0.932,1.126,1.28,45,pen_gun_127_x2,1.06,1.285,1.28,50,dreadnought_gun_178_x2,0.868,0.994,1.28,55,ussr_gun_100_x2,0.646,0.7805,1.28,55,ussr_gun_152_x2,0.646,0.7805,1.28,55,,,,,,,,,,,,,,,,,,,
gun_4_x3_china_dd,,102,gun_4_x3,china,"dd, tb",maine_gun_152_x3,0.932,1.126,1,45,pen_gun_127_x3,1.06,1.285,1,50,dreadnought_gun_178_x3,0.868,0.994,1,55,ussr_gun_100_x3,0.646,0.7805,1,55,ussr_gun_152_x3,0.646,0.7805,1,55,,,,,,,,,,,,,,,,,,,
gun_4_x4_china_dd,,102,gun_4_x4,china,"dd, tb",,,,,45,,,,,50,dreadnought_gun_178_x4,0.868,0.994,0.85,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_5_x1_china_dd,,127,gun_5_x1,china,"dd, tb",,,,,45,,,,,50,,,,,55,ussr_gun_100_x1,0.8005,0.935,1.25,55,ussr_gun_152_x1,0.8005,0.935,1.25,55,,,,,,,,,,,,,,,,,,,
gun_5_x2_china_dd,,127,gun_5_x2,china,"dd, tb",maine_gun_152_x2,1.146,1.34,0.95,45,maine_gun_230_x2,0.868,0.994,0.95,50,dreadnought_gun_178_x2,1.004,1.13,0.95,55,ussr_gun_100_x2,0.8005,0.935,0.95,55,ussr_gun_152_x2,0.8005,0.935,0.95,55,,,,,,,,,,,,,,,,,,,
gun_5_x3_china_dd,,127,gun_5_x3,china,"dd, tb",maine_gun_152_x3,1.146,1.34,0.75,45,maine_gun_230_x3,0.868,0.994,0.75,50,dreadnought_gun_178_x3,1.004,1.13,0.75,55,ussr_gun_100_x3,0.8005,0.935,0.75,55,ussr_gun_152_x3,0.8005,0.935,0.75,55,,,,,,,,,,,,,,,,,,,
gun_5_x4_china_dd,,127,gun_5_x4,china,"dd, tb",,,,,45,,,,,50,dreadnought_gun_178_x4,1.004,1.13,0.68,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_3_x1_china_cl,,76,gun_3_x1,china,cl,maine_gun_152_x1,0.718,0.912,1.45,45,pen_gun_127_x1,0.815,1.04,1.45,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_3_x2_china_cl,,76,gun_3_x2,china,cl,maine_gun_152_x2,0.718,0.912,1.08,45,pen_gun_127_x2,0.815,1.04,1.08,50,dreadnought_gun_178_x2,0.732,0.858,1.08,55,dreadnought_gun_178_x2,0.732,0.858,1.08,55,ussr_gun_152_x2,0.4915,0.626,1.08,55,,,,,,,,,,,,,,,,,,,
gun_3_x3_china_cl,,76,gun_3_x3,china,cl,maine_gun_152_x3,0.718,0.912,0.83,45,pen_gun_127_x3,0.815,1.04,0.83,50,dreadnought_gun_178_x3,0.732,0.858,0.83,55,dreadnought_gun_178_x3,0.732,0.858,0.83,55,ussr_gun_152_x3,0.4915,0.626,0.83,55,,,,,,,,,,,,,,,,,,,
gun_3_x4_china_cl,,76,gun_3_x4,china,cl,,,,,45,,,,,50,dreadnought_gun_178_x4,0.732,0.858,0.74,55,dreadnought_gun_178_x4,0.732,0.858,0.74,55,bismarck_gun_150_x4,0.337,0.4715,0.5,55,,,,,,,,,,,,,,,,,,,
gun_4_x1_china_cl,,102,gun_4_x1,china,cl,maine_gun_152_x1,0.932,1.126,1.7,45,pen_gun_127_x1,1.06,1.285,1.7,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_4_x2_china_cl,,102,gun_4_x2,china,cl,maine_gun_152_x2,0.932,1.126,1.28,45,pen_gun_127_x2,1.06,1.285,1.28,50,dreadnought_gun_178_x2,0.868,0.994,1.28,55,dreadnought_gun_178_x2,0.868,0.994,1.28,55,ussr_gun_152_x2,0.646,0.7805,1.28,55,,,,,,,,,,,,,,,,,,,
gun_4_x3_china_cl,,102,gun_4_x3,china,cl,maine_gun_152_x3,0.932,1.126,1,45,pen_gun_127_x3,1.06,1.285,1,50,dreadnought_gun_178_x3,0.868,0.994,1,55,dreadnought_gun_178_x3,0.868,0.994,1,55,ussr_gun_152_x3,0.646,0.7805,1,55,,,,,,,,,,,,,,,,,,,
gun_4_x4_china_cl,,102,gun_4_x4,china,cl,,,,,45,,,,,50,dreadnought_gun_178_x4,0.868,0.994,0.85,55,dreadnought_gun_178_x4,0.868,0.994,0.85,55,bismarck_gun_150_x4,0.4915,0.626,0.74,55,,,,,,,,,,,,,,,,,,,
gun_5_x1_china_cl,,127,gun_5_x1,china,cl,maine_gun_152_x1,1.146,1.34,1.25,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
gun_5_x2_china_cl,,127,gun_5_x2,china,cl,maine_gun_152_x2,1.146,1.34,0.95,45,maine_gun_230_x2,0.868,0.994,0.95,50,dreadnought_gun_178_x2,1.004,1.13,0.95,55,dreadnought_gun_178_x2,1.004,1.13,0.95,55,ussr_gun_152_x2,0.8005,0.935,0.95,55,,,,,,,,,,,,,,,,,,,
gun_5_x3_china_cl,,127,gun_5_x3,china,cl,maine_gun_152_x3,1.146,1.34,0.75,45,maine_gun_230_x3,0.868,0.994,0.75,50,dreadnought_gun_178_x3,1.004,1.13,0.75,55,dreadnought_gun_178_x3,1.004,1.13,0.75,55,ussr_gun_152_x3,0.8005,0.935,0.75,55,,,,,,,,,,,,,,,,,,,
gun_5_x4_china_cl,,127,gun_5_x4,china,cl,,,,,45,,,,,50,dreadnought_gun_178_x4,1.004,1.13,0.68,55,dreadnought_gun_178_x4,1.004,1.13,0.68,55,bismarck_gun_150_x4,0.646,0.7805,0.85,55,,,,,,,,,,,,,,,,,,,
gun_6_x1_china_cl,,152,gun_6_x1,china,cl,,,,,45,,,,,45,,,,,50,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,
gun_6_x2_china_cl,,152,gun_6_x2,china,cl,maine_gun_254_x2_a,0.65,0.745,0.86,45,maine_gun_230_x2,1.004,1.13,0.86,45,dreadnought_gun_178_x2,1.14,1.266,0.86,50,dreadnought_gun_178_x2,1.14,1.266,0.86,50,ussr_gun_152_x2,0.955,1.0895,0.86,50,,,,,,,,,,,,,,,,,,,
gun_6_x3_china_cl,,152,gun_6_x3,china,cl,maine_gun_254_x3_a,0.65,0.745,0.66,45,maine_gun_230_x3,1.004,1.13,0.66,45,dreadnought_gun_178_x3,1.14,1.266,0.66,50,dreadnought_gun_178_x3,1.14,1.266,0.66,50,ussr_gun_152_x3,0.955,1.0895,0.66,50,,,,,,,,,,,,,,,,,,,
gun_6_x4_china_cl,,152,gun_6_x4,china,cl,,,,,45,,,,,45,dreadnought_gun_178_x4,1.14,1.266,0.6,50,dreadnought_gun_178_x4,1.14,1.266,0.6,50,bismarck_gun_150_x4,0.8005,0.935,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_3_x1_china_ca,bb,bc",,76,gun_3_x1,china,"ca, bb, bc",maine_gun_152_x1,0.718,0.912,1.45,45,pen_gun_127_x1,0.815,1.04,1.45,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
"gun_3_x2_china_ca,bb,bc",,76,gun_3_x2,china,"ca, bb, bc",maine_gun_152_x2,0.718,0.912,1.08,45,pen_gun_127_x2,0.815,1.04,1.08,50,dreadnought_gun_178_x2,0.732,0.858,1.08,55,dreadnought_gun_178_x2,0.732,0.858,1.08,55,ussr_gun_152_x2,0.4915,0.626,1.08,55,,,,,,,,,,,,,,,,,,,
"gun_3_x3_china_ca,bb,bc",,76,gun_3_x3,china,"ca, bb, bc",maine_gun_152_x3,0.718,0.912,0.83,45,pen_gun_127_x3,0.815,1.04,0.83,50,dreadnought_gun_178_x3,0.732,0.858,0.83,55,dreadnought_gun_178_x3,0.732,0.858,0.83,55,ussr_gun_152_x3,0.4915,0.626,0.83,55,,,,,,,,,,,,,,,,,,,
"gun_3_x4_china_ca,bb,bc",,76,gun_3_x4,china,"ca, bb, bc",,,,,45,,,,,50,dreadnought_gun_178_x4,0.732,0.858,0.74,55,dreadnought_gun_178_x4,0.732,0.858,0.74,55,bismarck_gun_150_x4,0.337,0.4715,0.5,55,,,,,,,,,,,,,,,,,,,
"gun_4_x1_china_ca,bb,bc",,102,gun_4_x1,china,"ca, bb, bc",maine_gun_152_x1,0.932,1.126,1.7,45,pen_gun_127_x1,1.06,1.285,1.7,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
"gun_4_x2_china_ca,bb,bc",,102,gun_4_x2,china,"ca, bb, bc",maine_gun_152_x2,0.932,1.126,1.28,45,pen_gun_127_x2,1.06,1.285,1.28,50,dreadnought_gun_178_x2,0.868,0.994,1.28,55,dreadnought_gun_178_x2,0.868,0.994,1.28,55,ussr_gun_152_x2,0.646,0.7805,1.28,55,,,,,,,,,,,,,,,,,,,
"gun_4_x3_china_ca,bb,bc",,102,gun_4_x3,china,"ca, bb, bc",maine_gun_152_x3,0.932,1.126,1,45,pen_gun_127_x3,1.06,1.285,1,50,dreadnought_gun_178_x3,0.868,0.994,1,55,dreadnought_gun_178_x3,0.868,0.994,1,55,ussr_gun_152_x3,0.646,0.7805,1,55,,,,,,,,,,,,,,,,,,,
"gun_4_x4_china_ca,bb,bc",,102,gun_4_x4,china,"ca, bb, bc",,,,,45,,,,,50,dreadnought_gun_178_x4,0.868,0.994,0.85,55,dreadnought_gun_178_x4,0.868,0.994,0.85,55,bismarck_gun_150_x4,0.4915,0.626,0.74,55,,,,,,,,,,,,,,,,,,,
"gun_5_x1_china_ca,bb,bc",,127,gun_5_x1,china,"ca, bb, bc",maine_gun_152_x1,1.146,1.34,1.25,45,,,,,50,,,,,55,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,
"gun_5_x2_china_ca,bb,bc",,127,gun_5_x2,china,"ca, bb, bc",maine_gun_152_x2,1.146,1.34,0.95,45,maine_gun_230_x2,0.868,0.994,0.95,50,dreadnought_gun_178_x2,1.004,1.13,0.95,55,dreadnought_gun_178_x2,1.004,1.13,0.95,55,ussr_gun_152_x2,0.8005,0.935,0.95,55,,,,,,,,,,,,,,,,,,,
"gun_5_x3_china_ca,bb,bc",,127,gun_5_x3,china,"ca, bb, bc",maine_gun_152_x3,1.146,1.34,0.75,45,maine_gun_230_x3,0.868,0.994,0.75,50,dreadnought_gun_178_x3,1.004,1.13,0.75,55,dreadnought_gun_178_x3,1.004,1.13,0.75,55,ussr_gun_152_x3,0.8005,0.935,0.75,55,,,,,,,,,,,,,,,,,,,
"gun_5_x4_china_ca,bb,bc",,127,gun_5_x4,china,"ca, bb, bc",,,,,45,,,,,50,dreadnought_gun_178_x4,1.004,1.13,0.68,55,dreadnought_gun_178_x4,1.004,1.13,0.68,55,bismarck_gun_150_x4,0.646,0.7805,0.85,55,,,,,,,,,,,,,,,,,,,
"gun_6_x1_china_ca,bb,bc",,152,gun_6_x1,china,"ca, bb, bc",maine_gun_254_x1_a,0.65,0.745,1.185,45,,,,,45,,,,,50,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,
"gun_6_x2_china_ca,bb,bc",,152,gun_6_x2,china,"ca, bb, bc",maine_gun_254_x2_a,0.65,0.745,0.86,45,maine_gun_230_x2,1.004,1.13,0.86,45,dreadnought_gun_178_x2,1.14,1.266,0.86,50,dreadnought_gun_178_x2,1.14,1.266,0.86,50,ussr_gun_152_x2,0.955,1.0895,0.86,50,,,,,,,,,,,,,,,,,,,
"gun_6_x3_china_ca,bb,bc",,152,gun_6_x3,china,"ca, bb, bc",maine_gun_254_x3_a,0.65,0.745,0.66,45,maine_gun_230_x3,1.004,1.13,0.66,45,dreadnought_gun_178_x3,1.14,1.266,0.66,50,dreadnought_gun_178_x3,1.14,1.266,0.66,50,ussr_gun_152_x3,0.955,1.0895,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_6_x4_china_ca,bb,bc",,152,gun_6_x4,china,"ca, bb, bc",,,,,45,,,,,45,dreadnought_gun_178_x4,1.14,1.266,0.6,50,dreadnought_gun_178_x4,1.14,1.266,0.6,50,bismarck_gun_150_x4,0.8005,0.935,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_7_x1_china_cl,ca,bb,bc",,178,gun_7_x1,china,"cl, ca, bb, bc",maine_gun_254_x1_a,0.755,0.85,1.21,45,maine_gun_254_x1_b,0.793,0.906,1.21,45,brooklyn_gun_152_x1,0.857,0.974,1.21,50,brooklyn_gun_152_x1,0.857,0.974,1.21,50,brooklyn_gun_b_152_x1,0.857,0.974,1.21,50,,,,,,,,,,,,,,,,,,,
"gun_7_x2_china_cl,ca,bb,bc",,178,gun_7_x2,china,"cl, ca, bb, bc",maine_gun_254_x2_a,0.755,0.85,0.9,45,maine_gun_254_x2_b,0.793,0.906,0.9,45,brooklyn_gun_152_x2,0.857,0.974,0.9,50,brooklyn_gun_152_x2,0.857,0.974,0.9,50,brooklyn_gun_b_152_x2,0.857,0.974,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_7_x3_china_cl,ca,bb,bc",,178,gun_7_x3,china,"cl, ca, bb, bc",maine_gun_254_x3_a,0.755,0.85,0.705,45,maine_gun_254_x3_b,0.793,0.906,0.705,45,brooklyn_gun_152_x3,0.857,0.974,0.705,50,brooklyn_gun_152_x3,0.857,0.974,0.705,50,brooklyn_gun_b_152_x3,0.857,0.974,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_7_x4_china_cl,ca,bb,bc",,178,gun_7_x4,china,"cl, ca, bb, bc",,,,,45,,,,,45,brooklyn_gun_152_x4,0.857,0.974,0.64,50,brooklyn_gun_152_x4,0.857,0.974,0.64,50,brooklyn_gun_b_152_x4,0.857,0.974,0.64,50,,,,,,,,,,,,,,,,,,,
"gun_8_x1_china_ca,bb,bc",,203,gun_8_x1,china,"ca, bb, bc",maine_gun_254_x1_a,0.86,0.955,1.17,45,maine_gun_254_x1_b,0.916,1.029,1.17,45,brooklyn_gun_152_x1,0.984,1.101,1.17,50,brooklyn_gun_152_x1,0.984,1.101,1.17,50,brooklyn_gun_b_152_x1,0.984,1.101,1.17,50,,,,,,,,,,,,,,,,,,,
"gun_8_x2_china_ca,bb,bc",,203,gun_8_x2,china,"ca, bb, bc",maine_gun_254_x2_a,0.86,0.955,0.88,45,maine_gun_254_x2_b,0.916,1.029,0.88,45,brooklyn_gun_152_x2,0.984,1.101,0.88,50,brooklyn_gun_152_x2,0.984,1.101,0.88,50,brooklyn_gun_b_152_x2,0.984,1.101,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_8_x3_china_ca,bb,bc",,203,gun_8_x3,china,"ca, bb, bc",maine_gun_254_x3_a,0.86,0.955,0.69,45,maine_gun_254_x3_b,0.916,1.029,0.69,45,brooklyn_gun_152_x3,0.984,1.101,0.69,50,brooklyn_gun_152_x3,0.984,1.101,0.69,50,brooklyn_gun_b_152_x3,0.984,1.101,0.69,50,,,,,,,,,,,,,,,,,,,
"gun_8_x4_china_ca,bb,bc",,203,gun_8_x4,china,"ca, bb, bc",,,,,45,,,,,45,brooklyn_gun_152_x4,0.984,1.101,0.63,50,brooklyn_gun_152_x4,0.984,1.101,0.63,50,brooklyn_gun_b_152_x4,0.984,1.101,0.63,50,,,,,,,,,,,,,,,,,,,
