# Index,Enabled,Part ID,Mount Rotation,Position,Mount Position Type,Valid Part Types,Min Caliber,Max Caliber,Min Barrel #,Max Barrel #,Collision Checks,Left Fire Angle Override,Right Fire Angle Override,Orient Fire Arc?,Rotate Same?,# Comment 1,# Comment 2
#,,,(0-360),"(x: +Starboard/-Port, y: +Up/-Down, z: Fore/Aft)","(any, center, side)",See Comment,"in, 0 = all","in, 0 = all",0 = all,0 = all,See Comment,See Comment,See Comment,fore/aft or starboard/port. No clue what it does.,1=true/0=false. No clue what it does.,,
@index,enabled,parent,rotation,position,mount_pos_type,accepts,caliber_min,caliber_max,barrels_min,barrels_max,collision,angle_left,angle_right,orientation,rotate_same,,
32,,trento_hull/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -2.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
33,,trento_hull/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
34,,trento_hull/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -7.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
35,,trento_hull/Visual/Sections/Middle2,90,"(8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-10,10,,1,,
36,,trento_hull/Visual/Sections/Middle2,270,"(-8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-10,10,,1,,
37,,trento_hull/Visual/Sections/Middle2,180,"(6.0000, 0.0000, -31.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
38,,trento_hull/Visual/Sections/Middle2,180,"(-6.0000, 0.0000, -31.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
# trento_hull/Visual/Sections,,,,,,,,,,,,,,,,,
1,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 6.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
2,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 7.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
3,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 8.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
4,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 9.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
5,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 10.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
6,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 11.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
7,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 12.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
8,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, 0.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
9,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -1.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
10,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -2.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
11,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -3.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
12,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -4.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
13,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -5.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
14,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -6.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
15,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -6.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
17,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -7.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
18,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -8.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
19,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -9.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
20,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -10.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
21,,trento_hull/Visual/Sections/Middle1,0,"(0.0000, 0.0000, -11.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
22,,trento_hull/Visual/Sections/Middle1,90,"(8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-10,10,,1,,
23,,trento_hull/Visual/Sections/Middle1,270,"(-8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-10,10,,1,,
24,,trento_hull/Visual/Sections/Middle1,0,"(6.0000, 0.0000, 8.6000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
25,,trento_hull/Visual/Sections/Middle1,0,"(-6.0000, 0.0000, 8.6000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
26,,trento_hull/Visual/Sections/Middle1,0,"(-7.0000, 0.0000, -15.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,trento_hull/Visual/Sections/Middle1,0,"(7.0000, 0.0000, -15.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,trento_hull/Visual/Sections/Middle1,0,"(7.0000, 0.0000, 0.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,trento_hull/Visual/Sections/Middle1,0,"(-7.0000, 0.0000, 0.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,1,,
# trento_hull/Visual/Sections,,,,,,,,,,,,,,,,,
1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 18.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
2,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 17.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
3,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 16.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
4,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 15.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
5,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 14.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
6,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 13.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 12.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 11.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 10.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 9.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 8.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 7.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 9.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
7,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 8.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 7.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 6.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, 5.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -6.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -7.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -8.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -9.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
16,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -10.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
17,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -11.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
18,,trento_hull/Visual/Sections/Bow,0,"(0.0000, 0.0000, -12.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
19,,trento_hull/Visual/Sections/Bow,0,"(0.0000, -9.1000, 55.0500)",,sub_torpedo,,,,,,-10,10,,1,,
# trento_hull_modified,,,,,,,,,,,,,,,,,
# trento_hull_modified/Visual/Sections,,,,,,,,,,,,,,,,,
1,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -32.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
2,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -31.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
3,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -30.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
4,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -29.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
5,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -28.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
6,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -27.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
7,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -26.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
8,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -25.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
9,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -24.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
10,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -23.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
11,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -22.0000)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull_modified/Visual/Sections/Stern,180,"(-3.0000, 0.0000, -40.0000)",,deck_torpedo,,,,,"ignore_collision_check,ignore_parent",,,,,,
-1,,trento_hull_modified/Visual/Sections/Stern,180,"(3.0000, 0.0000, -40.0000)",,deck_torpedo,,,,,"ignore_collision_check,ignore_parent",,,,,,
12,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -24.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
13,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -23.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
14,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -22.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
15,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -21.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -20.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
17,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -19.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
18,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -18.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
19,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -17.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
20,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -16.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
21,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -15.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
22,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -14.0000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
23,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -10.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
24,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -9.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
25,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -8.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
26,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -7.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -6.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
30,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
31,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
32,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, -1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
33,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 0.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
34,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
35,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
36,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
37,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
38,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
39,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, 0.0000, 6.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
40,,trento_hull_modified/Visual/Sections/Stern,180,"(0.0000, -6.7000, -52.7600)",,sub_torpedo,,,,,,-10,10,,1,,
# trento_hull_modified/Visual/Sections,,,,,,,,,,,,,,,,,
1,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, -2.5000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, -1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, 0.5000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, 1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, 2.5000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, 3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,trento_hull_modified/Visual/Sections/Middle3,180,"(0.0000, 0.0000, 4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,trento_hull_modified/Visual/Sections/Middle3,90,"(8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-7,7,,1,,
9,,trento_hull_modified/Visual/Sections/Middle3,270,"(-8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-7,7,,1,,
# trento_hull_modified/Visual/Sections/Middle3/Variation,,,,,,,,,,,,,,,,,
1,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_boats,270,"(-8.0000, 0.0000, 3.2529)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
2,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_boats,90,"(8.0000, 0.0000, -3.2521)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
3,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_boats,90,"(8.0000, 0.0000, 3.2529)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
4,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_boats,270,"(-8.0000, 0.0000, -3.2521)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
# trento_hull_modified/Visual/Sections/Middle3/Variation,,,,,,,,,,,,,,,,,
1,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_flat,0,"(0.0000, 0.0000, 5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
2,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_flat,0,"(0.0000, -0.0000, -5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
3,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_flat,0,"(0.0000, 0.0000, 0.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
4,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_flat,90,"(7.0000, 0.0000, 0.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,,,
5,,trento_hull_modified/Visual/Sections/Middle3/Variation/middle_flat,90,"(-7.0000, 0.0000, 0.0000)",side,barbette,,4,,,"ignore_collision_check,ignore_parent",,,,,,
# trento_hull_modified/Visual/Sections,,,,,,,,,,,,,,,,,
1,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -5.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
2,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -6.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
3,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -7.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
4,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -8.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
5,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -9.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
6,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -10.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
7,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -11.5000)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
8,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, 0.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -1.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -2.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -3.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -4.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -5.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,trento_hull_modified/Visual/Sections/Middle2,180,"(0.0000, 0.0000, -6.0000)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
16,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 0.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
17,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -7.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
18,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 5.0000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
19,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -2.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
20,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 2.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
21,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 7.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,,,
22,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 7.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
23,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
24,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 2.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
25,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, 0.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
26,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -2.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
27,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -5.0000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
28,,trento_hull_modified/Visual/Sections/Middle2,0,"(0.0000, 0.0000, -7.5000)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,,,
29,,trento_hull_modified/Visual/Sections/Middle2,90,"(8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-7,7,,1,,
30,,trento_hull_modified/Visual/Sections/Middle2,270,"(-8.3000, -9.1000, 0.0000)",,sub_torpedo,,,,,,-7,7,,1,,
31,,trento_hull_modified/Visual/Sections/Middle2,180,"(6.0000, 0.0000, -31.0000)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
32,,trento_hull_modified/Visual/Sections/Middle2,180,"(-6.0000, 0.0000, -31.0000)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,fore/aft,,,
